276925,002542730X,10
276925,60520507,0
276925,60930934,0
276925,60951303,0
276925,140154078,6
276925,140327592,0
276925,140367616,0
276925,141181222,0
276925,151010633,0
276925,194216748,5
276925,240514866,0
276925,316666343,0
276925,345391810,0
276925,375400699,0
276925,385504209,8
276925,439284031,0
276925,451527747,0
276925,486282112,0
276925,613329740,0
276925,067172939X,0
276925,679745580,0
276925,804106304,0
276925,971880107,0
276925,1400001625,0
276925,1400002672,8
276925,1853262404,0
276925,2061007074,0
276925,2266095536,0
276925,2290309494,0
276925,2742739351,0
276925,3522149904,0
276925,3775713328,0
276925,8401009421,0
276925,8401327199,0
276925,8401462231,0
276925,840149236X,5
276925,8420427462,0
276925,8420432113,5
276925,8420444367,9
276925,8420789895,0
276925,8423325105,0
276925,8423951537,0
276925,8423970647,0
276925,8423976645,8
276925,8426109799,8
276925,8427007450,0
276925,8429714936,0
276925,8432227706,0
276925,8440627203,0
276925,8440696833,0
276925,8445071572,0
276925,8449416078,0
276925,8472453723,0
276925,8489163499,0
276925,8495501090,0
276925,8495501198,0
276925,950491036X,10
276925,9508521481,0
276925,9871138016,0
